Key,Category,Type (observed),คำอธิบายสำหรับ End User,ความหมาย (TH),หลักฐานใน repo
seg_dormant_15_30d_gmv_net_cold_start_increase,Segment Delta,boolean,GMV สุทธิ ผู้ใช้ไม่เคลื่อนไหว 15-30 วัน เพิ่มจาก 0,ธง cold-start ของ seg_dormant_15_30d_gmv_net (True เมื่อ prev==0 และ current>0),src/infer.py::_add_segment_deltas src/segments.py::compute_segment_kpis
seg_dormant_15_30d_gmv_net_delta,Segment Delta,number,GMV สุทธิ ผู้ใช้ไม่เคลื่อนไหว 15-30 วัน เปลี่ยนแปลง,ค่าเปลี่ยนแปลงของ seg_dormant_15_30d_gmv_net เทียบ window ก่อนหน้า (current - prev),src/infer.py::_add_segment_deltas src/segments.py::compute_segment_kpis
seg_dormant_15_30d_gmv_net_prev,Segment Delta,number,GMV สุทธิ ผู้ใช้ไม่เคลื่อนไหว 15-30 วัน ค่าเดิม,ค่า seg_dormant_15_30d_gmv_net ของ window ก่อนหน้า (shift=1 ภายในกลุ่ม brand_id+window_size),src/infer.py::_add_segment_deltas src/segments.py::compute_segment_kpis
seg_dormant_15_30d_gmv_net_wow_pct,Segment Delta,number,GMV สุทธิ ผู้ใช้ไม่เคลื่อนไหว 15-30 วัน %เทียบก่อน,เปอร์เซ็นต์เปลี่ยนของ seg_dormant_15_30d_gmv_net เทียบ window ก่อนหน้า (delta/prev เมื่อ prev!=0; ไม่เช่นนั้นเป็น null),src/infer.py::_add_segment_deltas src/segments.py::compute_segment_kpis
seg_dormant_15_30d_redeem_rate,Segment KPI,number,อัตราแลก ผู้ใช้ไม่เคลื่อนไหว 15-30 วัน,redeem proxy rate ของเซกเมนต์ dormant_15_30d ใน window (redeem_count/activity_count),src/segments.py::compute_segment_kpis
seg_dormant_15_30d_redeem_rate_cold_start_increase,Segment Delta,boolean,อัตราแลก ผู้ใช้ไม่เคลื่อนไหว 15-30 วัน เพิ่มจาก 0,ธง cold-start ของ seg_dormant_15_30d_redeem_rate (True เมื่อ prev==0 และ current>0),src/infer.py::_add_segment_deltas src/segments.py::compute_segment_kpis
seg_dormant_15_30d_redeem_rate_delta,Segment Delta,number,อัตราแลก ผู้ใช้ไม่เคลื่อนไหว 15-30 วัน เปลี่ยนแปลง,ค่าเปลี่ยนแปลงของ seg_dormant_15_30d_redeem_rate เทียบ window ก่อนหน้า (current - prev),src/infer.py::_add_segment_deltas src/segments.py::compute_segment_kpis
seg_dormant_15_30d_redeem_rate_prev,Segment Delta,number,อัตราแลก ผู้ใช้ไม่เคลื่อนไหว 15-30 วัน ค่าเดิม,ค่า seg_dormant_15_30d_redeem_rate ของ window ก่อนหน้า (shift=1 ภายในกลุ่ม brand_id+window_size),src/infer.py::_add_segment_deltas src/segments.py::compute_segment_kpis
seg_dormant_15_30d_redeem_rate_wow_pct,Segment Delta,number,อัตราแลก ผู้ใช้ไม่เคลื่อนไหว 15-30 วัน %เทียบก่อน,เปอร์เซ็นต์เปลี่ยนของ seg_dormant_15_30d_redeem_rate เทียบ window ก่อนหน้า (delta/prev เมื่อ prev!=0; ไม่เช่นนั้นเป็น null),src/infer.py::_add_segment_deltas src/segments.py::compute_segment_kpis
seg_dormant_15_30d_share,Segment KPI,number,สัดส่วนผู้ใช้ ผู้ใช้ไม่เคลื่อนไหว 15-30 วัน,สัดส่วนผู้ใช้ของเซกเมนต์ dormant_15_30d เทียบกับ population ใน window (share = n_seg / pop_count),src/segments.py::compute_segment_kpis
seg_dormant_15_30d_transactions,Segment KPI,number,จำนวนธุรกรรม ผู้ใช้ไม่เคลื่อนไหว 15-30 วัน,ผลรวมจำนวนธุรกรรมของผู้ใช้ในเซกเมนต์ dormant_15_30d ภายใน window,src/segments.py::compute_segment_kpis
seg_dormant_15_30d_transactions_cold_start_increase,Segment Delta,boolean,จำนวนธุรกรรม ผู้ใช้ไม่เคลื่อนไหว 15-30 วัน เพิ่มจาก 0,ธง cold-start ของ seg_dormant_15_30d_transactions (True เมื่อ prev==0 และ current>0),src/infer.py::_add_segment_deltas src/segments.py::compute_segment_kpis
seg_dormant_15_30d_transactions_delta,Segment Delta,number,จำนวนธุรกรรม ผู้ใช้ไม่เคลื่อนไหว 15-30 วัน เปลี่ยนแปลง,ค่าเปลี่ยนแปลงของ seg_dormant_15_30d_transactions เทียบ window ก่อนหน้า (current - prev),src/infer.py::_add_segment_deltas src/segments.py::compute_segment_kpis
seg_dormant_15_30d_transactions_prev,Segment Delta,number,จำนวนธุรกรรม ผู้ใช้ไม่เคลื่อนไหว 15-30 วัน ค่าเดิม,ค่า seg_dormant_15_30d_transactions ของ window ก่อนหน้า (shift=1 ภายในกลุ่ม brand_id+window_size),src/infer.py::_add_segment_deltas src/segments.py::compute_segment_kpis
seg_dormant_15_30d_transactions_wow_pct,Segment Delta,number,จำนวนธุรกรรม ผู้ใช้ไม่เคลื่อนไหว 15-30 วัน %เทียบก่อน,เปอร์เซ็นต์เปลี่ยนของ seg_dormant_15_30d_transactions เทียบ window ก่อนหน้า (delta/prev เมื่อ prev!=0; ไม่เช่นนั้นเป็น null),src/infer.py::_add_segment_deltas src/segments.py::compute_segment_kpis
seg_dormant_15_30d_users,Segment KPI,number,จำนวนผู้ใช้ ผู้ใช้ไม่เคลื่อนไหว 15-30 วัน,จำนวนผู้ใช้ในเซกเมนต์ dormant_15_30d ภายใน window (n_seg),src/segments.py::compute_segment_kpis
seg_dormant_15_30d_users_cold_start_increase,Segment Delta,boolean,จำนวนผู้ใช้ ผู้ใช้ไม่เคลื่อนไหว 15-30 วัน เพิ่มจาก 0,ธง cold-start ของ seg_dormant_15_30d_users (True เมื่อ prev==0 และ current>0),src/infer.py::_add_segment_deltas src/segments.py::compute_segment_kpis
seg_dormant_15_30d_users_delta,Segment Delta,number,จำนวนผู้ใช้ ผู้ใช้ไม่เคลื่อนไหว 15-30 วัน เปลี่ยนแปลง,ค่าเปลี่ยนแปลงของ seg_dormant_15_30d_users เทียบ window ก่อนหน้า (current - prev),src/infer.py::_add_segment_deltas src/segments.py::compute_segment_kpis
seg_dormant_15_30d_users_prev,Segment Delta,number,จำนวนผู้ใช้ ผู้ใช้ไม่เคลื่อนไหว 15-30 วัน ค่าเดิม,ค่า seg_dormant_15_30d_users ของ window ก่อนหน้า (shift=1 ภายในกลุ่ม brand_id+window_size),src/infer.py::_add_segment_deltas src/segments.py::compute_segment_kpis
seg_dormant_15_30d_users_wow_pct,Segment Delta,number,จำนวนผู้ใช้ ผู้ใช้ไม่เคลื่อนไหว 15-30 วัน %เทียบก่อน,เปอร์เซ็นต์เปลี่ยนของ seg_dormant_15_30d_users เทียบ window ก่อนหน้า (delta/prev เมื่อ prev!=0; ไม่เช่นนั้นเป็น null),src/infer.py::_add_segment_deltas src/segments.py::compute_segment_kpis
seg_dormant_31_60d_activity_completion_rate,Segment KPI,number,อัตราทำกิจกรรมสำเร็จ ผู้ใช้ไม่เคลื่อนไหว 31-60 วัน,completion rate ของเซกเมนต์ dormant_31_60d ใน window (completed/activity_count),src/segments.py::compute_segment_kpis
seg_dormant_31_60d_activity_completion_rate_cold_start_increase,Segment Delta,boolean,อัตราทำกิจกรรมสำเร็จ ผู้ใช้ไม่เคลื่อนไหว 31-60 วัน เพิ่มจาก 0,ธง cold-start ของ seg_dormant_31_60d_activity_completion_rate (True เมื่อ prev==0 และ current>0),src/infer.py::_add_segment_deltas src/segments.py::compute_segment_kpis
seg_dormant_31_60d_activity_completion_rate_delta,Segment Delta,number,อัตราทำกิจกรรมสำเร็จ ผู้ใช้ไม่เคลื่อนไหว 31-60 วัน เปลี่ยนแปลง,ค่าเปลี่ยนแปลงของ seg_dormant_31_60d_activity_completion_rate เทียบ window ก่อนหน้า (current - prev),src/infer.py::_add_segment_deltas src/segments.py::compute_segment_kpis
seg_dormant_31_60d_activity_completion_rate_prev,Segment Delta,number,อัตราทำกิจกรรมสำเร็จ ผู้ใช้ไม่เคลื่อนไหว 31-60 วัน ค่าเดิม,ค่า seg_dormant_31_60d_activity_completion_rate ของ window ก่อนหน้า (shift=1 ภายในกลุ่ม brand_id+window_size),src/infer.py::_add_segment_deltas src/segments.py::compute_segment_kpis
seg_dormant_31_60d_activity_completion_rate_wow_pct,Segment Delta,null/unknown,อัตราทำกิจกรรมสำเร็จ ผู้ใช้ไม่เคลื่อนไหว 31-60 วัน %เทียบก่อน,เปอร์เซ็นต์เปลี่ยนของ seg_dormant_31_60d_activity_completion_rate เทียบ window ก่อนหน้า (delta/prev เมื่อ prev!=0; ไม่เช่นนั้นเป็น null),src/infer.py::_add_segment_deltas src/segments.py::compute_segment_kpis
seg_dormant_31_60d_dormant_share,Segment KPI,number,สัดส่วนไม่เคลื่อนไหว ผู้ใช้ไม่เคลื่อนไหว 31-60 วัน,สัดส่วนผู้ใช้ของเซกเมนต์ dormant_31_60d_dormant เทียบกับ population ใน window (share = n_seg / pop_count),src/segments.py::compute_segment_kpis
seg_dormant_31_60d_dormant_share_cold_start_increase,Segment Delta,boolean,สัดส่วนไม่เคลื่อนไหว ผู้ใช้ไม่เคลื่อนไหว 31-60 วัน เพิ่มจาก 0,ธง cold-start ของ seg_dormant_31_60d_dormant_share (True เมื่อ prev==0 และ current>0),src/infer.py::_add_segment_deltas src/segments.py::compute_segment_kpis
